0	-74.758812	0.000124	251.572327
1	-78.042999	0.000098	704.402527
2	-79.042007	0.000084	503.144653
3	-73.743828	0.000172	201.257858
4	-72.967003	0.000195	100.628929
5	-76.252121	0.000119	452.830170
6	-80.483459	0.000068	452.830170
7	-75.022240	0.000146	452.830170
8	-76.218124	0.000121	352.201263
9	-77.624100	0.000104	503.144653
10	-71.635429	0.000233	0.000000
11	-74.747482	0.000148	301.886780
12	-78.407433	0.000090	352.201263
13	-73.602486	0.000171	50.314465
14	-75.433197	0.000136	603.773560
15	-71.205757	0.000233	100.628929
16	-69.523750	0.000300	0.000000
17	-77.442192	0.000104	301.886780
18	-72.973518	0.000191	100.628929
19	-77.013748	0.000107	100.628929
20	-76.398544	0.000114	452.830170
21	-75.412048	0.000140	553.459106
22	-74.783073	0.000142	503.144653
23	-78.329308	0.000092	301.886780
24	-75.256653	0.000142	301.886780
25	-74.218391	0.000161	150.943390
26	-75.654243	0.000124	201.257858
27	-75.367455	0.000139	301.886780
28	-76.498978	0.000117	352.201263
29	-74.215721	0.000153	201.257858
30	-65.145546	0.000524	100.628929
31	-62.650776	0.000727	0.000000
32	-67.015404	0.000380	0.000000
33	-60.014248	0.000916	0.000000
34	-55.724415	0.001625	0.000000
35	-61.833351	0.000679	50.314465
36	-58.632874	0.001101	0.000000
37	-56.757549	0.001437	0.000000
38	-65.591682	0.000427	201.257858
39	-59.769718	0.000991	0.000000
40	-57.982323	0.001250	0.000000
41	-66.740021	0.000375	150.943390
42	-60.885044	0.000869	0.000000
43	-59.250023	0.001082	0.000000
44	-66.183868	0.000397	402.515717
45	-64.482185	0.000560	0.000000
46	-61.802574	0.000804	0.000000
47	-69.606079	0.000269	100.628929
48	-66.958305	0.000431	0.000000
49	-65.164848	0.000539	0.000000
50	-73.213120	0.000170	251.572327
51	-70.585815	0.000268	100.628929
52	-66.865196	0.000435	0.000000
53	-70.135277	0.000270	0.000000
54	-54.725693	0.000901	201.257858
55	-43.918289	0.005600	201.257858
56	-42.956547	0.006114	452.830170
57	-39.759415	0.008330	503.144653
58	-38.895996	0.009191	603.773560
59	-39.715218	0.008672	503.144653
60	-43.690491	0.005377	402.515717
61	-43.095623	0.005955	553.459106
62	-43.740654	0.005558	905.660339
63	-44.410530	0.005031	503.144653
64	-45.476768	0.004396	855.345886
65	-40.775848	0.006888	855.345886
66	-38.417049	0.009943	452.830170
67	-38.051014	0.009374	855.345886
68	-40.107002	0.007562	1056.603760
69	-43.110367	0.005555	1106.918213
